,index,location,bhk,total_sqft,bath,price,encoded_loc
2552,3392,Nagarbhavi,2,956.0,2.0,49.0,169
2553,3393,Sarjapur,2,1000.0,2.0,30.0,193
2554,3394,others,3,1596.0,3.0,95.0,230
2555,3396,Kanakpura Road,2,1296.0,2.0,89.06,127
2556,3398,others,3,1639.0,3.0,123.0,230
2557,3399,Electronic City Phase II,2,1219.0,2.0,61.25,75
2558,3400,Uttarahalli,3,1200.0,3.0,50.0,216
2559,3401,Bannerghatta Road,2,1218.0,2.0,73.0,34
2560,3402,others,2,920.0,2.0,37.0,230
2561,3403,Yeshwanthpur,3,2559.0,3.0,141.0,229
2562,3404,others,1,525.0,1.0,26.0,230
2563,3405,Bannerghatta Road,3,1427.0,2.0,48.51,34
2564,3406,Kothannur,3,1270.0,3.0,45.0,145
2565,3407,Ramagondanahalli,2,920.0,2.0,65.0,187
2566,3410,Ramamurthy Nagar,3,1355.0,2.0,40.0,188
2567,3411,Lingadheeranahalli,3,1530.0,2.0,90.0,154
2568,3412,others,3,1372.0,2.0,90.0,230
2569,3413,Nehru Nagar,4,2363.0,5.0,120.0,174
2570,3414,Marathahalli,4,3895.0,4.0,220.0,161
2571,3415,Jakkur,3,1950.0,3.0,131.0,110
2572,3416,others,2,885.0,2.0,40.0,230
2573,3417,Yelahanka,2,600.0,2.0,27.0,226
2574,3420,Kanakpura Road,2,1339.0,2.0,62.0,127
2575,3421,Whitefield,2,1130.0,2.0,36.0,224
2576,3422,Uttarahalli,2,1085.0,2.0,43.0,216
2577,3423,Yeshwanthpur,3,1430.0,3.0,72.0,229
2578,3426,others,3,1490.0,2.0,59.6,230
2579,3427,others,4,1650.0,4.0,99.0,230
2580,3428,Bellandur,2,1286.0,2.0,57.0,40
2581,3429,others,2,925.0,2.0,63.0,230
2582,3430,Bellandur,4,3016.0,4.0,230.0,40
2583,3431,Haralur Road,2,1000.0,2.0,44.0,90
2584,3432,Whitefield,2,1215.0,2.0,39.0,224
2585,3433,others,4,1200.0,3.0,95.0,230
2586,3434,Lakshminarayana Pura,2,1336.0,2.0,100.0,153
2587,3435,Yeshwanthpur,1,673.0,1.0,36.85,229
2588,3436,Anandapura,2,1200.0,2.0,58.0,15
2589,3439,others,2,1200.0,2.0,79.0,230
2590,3442,Devanahalli,5,2400.0,5.0,100.0,65
2591,3443,Sector 2 HSR Layout,2,1143.0,2.0,65.0,196
2592,3444,Kanakpura Road,2,1470.0,2.0,61.74,127
2593,3446,Marathahalli,3,1785.0,3.0,94.0,161
2594,3448,Kothanur,3,1460.0,3.0,71.0,146
2595,3449,Kasturi Nagar,3,1500.0,2.0,80.0,131
2596,3451,Sanjay nagar,5,3300.0,3.0,250.0,191
2597,3452,Chikkalasandra,2,1230.0,2.0,48.0,59
2598,3453,Yelahanka New Town,1,650.0,1.0,20.0,227
2599,3454,Benson Town,2,1480.0,2.0,120.0,41
2600,3455,Thanisandra,2,1220.0,2.0,43.92,209
2601,3456,others,3,1570.0,3.0,115.0,230
2602,3458,Mallasandra,3,1665.0,3.0,86.91,158
2603,3461,Ramamurthy Nagar,2,1100.0,2.0,68.0,188
2604,3462,Kathriguppe,3,1350.0,2.0,87.01,132
2605,3463,Kasavanhalli,3,1719.0,3.0,116.0,130
2606,3464,Budigere,1,664.0,1.0,35.0,52
2607,3465,Sonnenahalli,2,1011.0,2.0,50.53,204
2608,3466,others,6,2400.0,6.0,130.0,230
2609,3467,others,3,1680.0,3.0,85.0,230
2610,3468,Yeshwanthpur,2,1069.0,2.0,49.475,229
2611,3471,Uttarahalli,3,1350.0,2.0,53.0,216
2612,3473,others,2,875.0,2.0,33.0,230
2613,3474,Hennur,2,1231.0,2.0,48.0,95
2614,3475,Somasundara Palya,2,1174.0,2.0,74.0,202
2615,3476,Munnekollal,3,1560.0,3.0,75.0,164
2616,3477,others,2,1464.0,2.0,56.0,230
2617,3478,Kanakpura Road,3,2200.0,3.0,130.0,127
2618,3479,Shivaji Nagar,2,850.0,2.0,55.0,200
2619,3481,1st Phase JP Nagar,3,2024.0,3.0,157.0,1
2620,3485,Devanahalli,2,1080.0,2.0,44.0,65
2621,3487,Electronic City,2,1020.0,2.0,29.46,74
2622,3488,Begur Road,3,1500.0,2.0,55.0,39
2623,3490,Kodichikkanahalli,4,3250.0,4.0,180.0,138
2624,3492,Channasandra,2,1030.0,2.0,34.5,56
2625,3493,Hebbal,2,1440.0,2.0,115.0,92
2626,3494,Hoodi,2,1500.0,2.0,84.0,97
2627,3495,Thanisandra,1,1380.0,1.0,62.1,209
2628,3496,others,2,1200.0,2.0,50.0,230
2629,3497,others,1,705.0,1.0,36.5,230
2630,3499,Hegde Nagar,3,1584.01,3.0,103.0,94
2631,3500,others,3,1340.0,3.0,77.0,230
2632,3501,others,3,1800.0,3.0,70.0,230
2633,3502,R.T. Nagar,2,1200.0,2.0,45.0,182
2634,3503,Sarjapur  Road,1,685.0,1.0,40.0,194
2635,3504,others,2,925.0,2.0,42.0,230
2636,3505,others,2,1230.0,2.0,57.0,230
2637,3507,Kodichikkanahalli,2,1125.0,2.0,52.0,138
2638,3508,Hebbal,2,1100.0,2.0,54.0,92
2639,3509,Jigani,3,2400.0,3.0,149.0,113
2640,3510,Electronic City Phase II,3,1400.0,2.0,41.58,75
2641,3512,Jakkur,3,1858.0,3.0,98.3,110
2642,3514,Ambedkar Nagar,4,3530.0,4.0,290.0,13
2643,3515,HSR Layout,2,1185.0,2.0,60.0,89
2644,3517,Hennur,2,1255.0,2.0,58.0,95
2645,3519,Kudlu Gate,3,1335.0,3.0,89.0,148
2646,3520,Dodda Nekkundi,3,1999.0,3.0,132.0,67
2647,3522,Kundalahalli,3,1397.0,3.0,110.0,150
2648,3526,Chikka Tirupathi,3,1616.0,3.0,95.0,57
2649,3529,Raja Rajeshwari Nagar,2,1140.0,2.0,38.55,184
2650,3531,Varthur,3,1200.0,2.0,98.0,217
2651,3533,Balagere,2,1205.47,2.0,81.0,25
2652,3535,Electronic City,3,1700.0,3.0,75.0,74
2653,3537,Kanakpura Road,2,1090.0,2.0,54.54,127
2654,3538,Yeshwanthpur,4,3600.0,5.0,220.0,229
2655,3540,Thanisandra,1,923.0,1.0,60.84,209
2656,3542,Green Glen Layout,2,1050.0,2.0,48.0,83
2657,3544,Hennur Road,3,2405.0,2.0,93.865,96
2658,3545,others,3,1485.0,3.0,85.0,230
2659,3546,Dommasandra,3,1033.0,2.0,31.5,72
2660,3547,Electronic City,3,1400.0,2.0,48.0,74
2661,3549,Sarjapur  Road,2,944.0,2.0,35.0,194
2662,3551,Whitefield,2,1216.0,2.0,66.48,224
2663,3552,others,2,1100.0,2.0,39.5,230
2664,3553,Thanisandra,3,1743.0,3.0,93.25,209
2665,3554,Yelahanka,2,1274.0,2.0,48.42,226
2666,3556,Mysore Road,3,1512.0,2.0,110.0,166
2667,3558,Cox Town,3,1650.0,3.0,100.0,62
2668,3559,Doddathoguru,3,1875.0,3.0,55.0,70
2669,3560,Whitefield,3,1350.0,3.0,54.0,224
2670,3561,others,2,1219.0,2.0,40.0,230
2671,3563,Sarjapura - Attibele Road,3,2400.0,3.0,85.0,195
2672,3564,Hormavu,2,1141.0,2.0,44.4,100
2673,3565,Anandapura,2,1151.0,2.0,43.1,15
2674,3567,Sarjapur  Road,2,915.0,2.0,38.0,194
2675,3569,Bannerghatta Road,2,1115.0,2.0,65.12,34
2676,3570,Thigalarapalya,3,2072.0,4.0,139.0,210
2677,3571,Kaggadasapura,2,1200.0,2.0,53.0,118
2678,3572,Singasandra,2,1300.0,2.0,65.0,201
2679,3573,Bellandur,2,1457.0,2.0,85.0,40
2680,3574,Kannamangala,2,1262.0,2.0,55.0,128
2681,3577,Attibele,1,420.0,1.0,17.0,21
2682,3578,Kanakapura,2,1160.0,2.0,46.39,126
2683,3579,Kasavanhalli,2,1115.0,2.0,50.0,130
2684,3580,JP Nagar,3,1315.0,2.0,85.4,109
2685,3581,Babusapalaya,2,1500.0,2.0,57.0,24
2686,3582,HSR Layout,2,1127.0,2.0,68.0,89
2687,3583,Kundalahalli,3,1397.0,3.0,104.0,150
2688,3584,Whitefield,2,1173.0,2.0,60.0,224
2689,3587,Jakkur,2,1230.0,2.0,76.0,110
2690,3588,others,4,3200.0,3.0,190.0,230
2691,3589,Sarjapur  Road,2,858.0,2.0,31.57,194
2692,3590,Talaghattapura,3,1868.0,3.0,121.0,208
2693,3591,Uttarahalli,3,1689.28,3.0,91.2,216
2694,3593,Banashankari,3,1425.0,3.0,49.88,26
2695,3595,Tindlu,2,1350.0,2.0,100.0,213
2696,3596,Channasandra,6,4200.0,6.0,180.0,56
2697,3597,Uttarahalli,3,1310.0,2.0,85.0,216
2698,3598,Haralur Road,4,4587.5,2.0,175.0,90
2699,3599,others,2,970.0,2.0,40.0,230
2700,3600,Kundalahalli,3,1397.0,3.0,108.0,150
2701,3601,Sarjapur,2,1157.0,2.0,40.0,193
2702,3602,Kasavanhalli,2,1125.0,2.0,61.2,130
2703,3603,Sonnenahalli,2,1157.0,2.0,42.0,204
2704,3604,Sarjapur  Road,2,1241.0,2.0,82.0,194
2705,3606,Marathahalli,4,4000.0,4.0,220.0,161
2706,3607,Rajiv Nagar,4,2340.0,4.0,148.0,186
2707,3608,others,1,596.0,1.0,42.0,230
2708,3612,Brookefield,2,1139.0,2.0,80.0,51
2709,3613,Thigalarapalya,4,3122.0,5.0,225.0,210
2710,3615,Yeshwanthpur,2,1168.0,2.0,64.08,229
2711,3616,Chandapura,2,877.0,2.0,42.0,55
2712,3617,Electronics City Phase 1,2,1340.0,2.0,75.0,76
2713,3618,others,3,1405.0,2.0,70.0,230
2714,3619,others,3,1800.0,3.0,65.0,230
2715,3621,others,3,1360.0,2.0,65.0,230
2716,3623,others,2,985.0,2.0,63.0,230
2717,3626,others,3,1490.0,2.0,88.0,230
2718,3627,others,2,620.0,1.0,25.0,230
2719,3628,Hormavu,2,1130.0,2.0,42.3,100
2720,3629,Yelachenahalli,2,1080.0,2.0,55.0,225
2721,3630,Singasandra,4,3126.0,4.0,120.0,201
2722,3631,Begur Road,3,1410.0,2.0,52.17,39
2723,3632,Bommanahalli,3,1375.0,3.0,59.0,47
2724,3633,Hennur Road,3,1290.0,2.0,94.5,96
2725,3634,Hosa Road,3,1318.0,2.0,85.28,101
2726,3635,Electronic City,2,1128.0,2.0,68.0,74
2727,3636,others,4,4428.0,4.0,255.0,230
2728,3637,Kanakpura Road,2,1051.0,2.0,56.74,127
2729,3639,Kannamangala,4,2400.0,4.0,130.0,128
2730,3640,Yelahanka,2,1327.0,2.0,85.0,226
2731,3642,others,2,1301.0,2.0,55.0,230
2732,3643,others,1,650.0,1.0,30.0,230
2733,3644,Varthur,3,1200.0,3.0,67.75,217
2734,3645,others,3,1500.0,2.0,89.99,230
2735,3649,Sarjapur  Road,2,984.0,2.0,45.91,194
2736,3656,others,1,910.0,1.0,42.0,230
2737,3657,others,3,1250.0,3.0,39.0,230
2738,3658,Hosakerehalli,2,1304.0,2.0,100.0,102
2739,3659,Begur Road,3,1615.0,3.0,58.0,39
2740,3660,Sarjapur  Road,2,1400.0,2.0,68.0,194
2741,3661,CV Raman Nagar,2,1070.0,2.0,47.5,53
2742,3663,Hoodi,2,1132.0,2.0,89.37,97
2743,3664,others,3,2000.0,3.0,85.0,230
2744,3666,Sector 2 HSR Layout,1,794.0,1.0,65.0,196
2745,3667,Raja Rajeshwari Nagar,2,1090.0,2.0,43.59,184
2746,3668,Gottigere,3,1500.0,3.0,70.0,82
2747,3672,Whitefield,2,1269.0,2.0,75.0,224
2748,3674,Kanakpura Road,2,1070.0,2.0,37.45,127
2749,3676,Marathahalli,2,1208.0,2.0,70.0,161
2750,3677,Ramamurthy Nagar,2,1185.0,2.0,45.5,188
2751,3679,Anekal,2,888.0,2.0,34.0,17
2752,3681,others,1,532.0,1.0,22.49,230
2753,3682,others,3,1060.0,3.0,62.0,230
2754,3683,Electronic City,1,700.0,1.0,35.0,74
2755,3684,others,2,902.0,2.0,42.0,230
2756,3688,Doddathoguru,2,984.0,2.0,51.0,70
2757,3689,Hebbal,4,2700.0,2.0,100.0,92
2758,3690,Jalahalli East,3,1475.0,3.0,96.0,112
2759,3691,Haralur Road,2,1300.0,2.0,79.0,90
2760,3693,Babusapalaya,3,1453.0,2.0,43.59,24
2761,3695,Akshaya Nagar,3,1666.0,3.0,95.0,11
2762,3698,Murugeshpalya,3,1845.0,3.0,91.0,165
2763,3699,Sarjapura - Attibele Road,3,1676.0,3.0,52.0,195
2764,3700,Uttarahalli,2,1137.0,2.0,63.0,216
2765,3701,Electronic City,3,1360.0,2.0,70.5,74
2766,3702,others,3,1374.0,2.0,70.0,230
2767,3704,Whitefield,5,3227.0,5.0,250.0,224
2768,3705,others,4,2145.0,4.0,125.0,230
2769,3707,Kasavanhalli,3,2170.0,3.0,151.0,130
2770,3708,others,2,1080.0,2.0,55.0,230
2771,3709,Electronic City Phase II,3,1790.0,3.0,100.0,75
2772,3710,Doddathoguru,1,550.0,1.0,17.0,70
2773,3712,Somasundara Palya,2,1033.0,2.0,48.0,202
2774,3713,others,2,1000.0,2.0,80.0,230
2775,3715,others,2,1240.0,2.0,52.6,230
2776,3718,others,3,1500.0,2.0,97.0,230
2777,3719,Marathahalli,3,1730.0,3.0,139.0,161
2778,3720,Kasavanhalli,3,1915.0,3.0,80.0,130
2779,3721,Whitefield,3,1545.0,3.0,79.0,224
2780,3722,others,3,1865.0,4.0,140.0,230
2781,3723,Hebbal Kempapura,2,1150.0,2.0,40.0,93
2782,3724,others,2,1200.0,2.0,49.0,230
2783,3725,Kengeri,2,963.0,2.0,40.0,135
2784,3728,Kaikondrahalli,4,1700.0,4.0,108.0,120
2785,3729,Lingadheeranahalli,3,1682.0,3.0,120.0,154
2786,3730,Yelahanka,3,1371.0,2.0,65.0,226
2787,3731,Hennur Road,2,901.0,2.0,49.5,96
2788,3733,Ambalipura,3,1730.0,3.0,120.0,12
2789,3735,EPIP Zone,3,1500.0,3.0,102.0,73
2790,3737,others,4,3500.0,4.0,245.0,230
2791,3738,others,2,1203.0,2.0,59.86,230
2792,3739,Horamavu Banaswadi,2,1357.0,2.0,54.0,99
2793,3740,others,3,1600.0,3.0,76.0,230
2794,3741,Yelahanka New Town,1,350.0,1.0,13.5,227
2795,3742,Varthur,3,1665.0,3.0,53.0,217
2796,3744,Sarjapur  Road,1,835.0,1.0,46.95,194
2797,3746,Haralur Road,3,1444.0,2.0,80.0,90
2798,3747,Kanakapura,2,1277.0,2.0,55.0,126
2799,3748,Lingadheeranahalli,3,1521.0,3.0,94.71,154
2800,3749,others,2,1134.0,2.0,40.0,230
2801,3750,others,2,995.0,2.0,34.82,230
2802,3752,Marathahalli,2,1325.0,1.0,92.0,161
2803,3753,Kothanur,6,4000.0,6.0,150.0,146
2804,3754,Marathahalli,3,1525.0,3.0,90.0,161
2805,3755,others,3,1320.0,2.0,73.0,230
2806,3756,Electronics City Phase 1,1,650.0,1.0,23.0,76
2807,3758,Electronic City,2,1150.0,2.0,38.0,74
2808,3759,Electronic City Phase II,2,769.0,2.0,40.0,75
2809,3760,Electronic City,3,1571.0,3.0,105.0,74
2810,3761,Hennur Road,3,1445.0,3.0,86.56,96
2811,3763,Bommasandra,2,902.0,2.0,49.0,48
2812,3764,Sarjapur,3,2238.0,3.0,140.0,193
2813,3765,Electronic City,2,1090.0,2.0,31.49,74
2814,3766,Yelahanka,3,1712.0,3.0,82.0,226
2815,3767,Haralur Road,2,1088.0,2.0,68.0,90
2816,3768,Somasundara Palya,3,1575.0,3.0,63.1,202
2817,3770,Kundalahalli,3,1920.0,3.0,150.0,150
2818,3771,Margondanahalli,2,1000.0,2.0,57.0,162
2819,3772,others,2,1100.0,2.0,56.1,230
2820,3773,Electronic City,2,1089.0,2.0,45.0,74
2821,3774,Horamavu Agara,2,1106.0,2.0,43.09,98
2822,3775,Kengeri,2,927.0,2.0,37.0,135
2823,3776,Kanakpura Road,2,1339.0,2.0,58.0,127
2824,3777,Thanisandra,1,923.0,1.0,45.69,209
2825,3779,Lakshminarayana Pura,2,1175.0,2.0,75.0,153
2826,3780,Thubarahalli,2,975.0,2.0,55.0,211
2827,3781,Hebbal,3,2400.0,4.0,180.0,92
2828,3782,Subramanyapura,3,1330.0,3.0,72.0,205
2829,3783,Thanisandra,2,1183.0,2.0,59.74,209
2830,3784,Harlur,3,1758.0,3.0,133.0,91
2831,3788,Pai Layout,2,1100.0,2.0,50.0,179
2832,3789,Ramamurthy Nagar,2,1170.0,2.0,46.8,188
2833,3790,others,5,2400.0,5.0,120.0,230
2834,3791,Raja Rajeshwari Nagar,3,1530.0,3.0,51.77,184
2835,3792,Hebbal,2,1420.0,2.0,107.0,92
2836,3795,Kanakpura Road,3,1591.0,3.0,115.0,127
2837,3797,others,2,675.0,3.0,52.0,230
2838,3798,Hoodi,2,1055.0,2.0,57.63,97
2839,3799,Iblur Village,3,1918.0,3.0,129.0,107
2840,3800,Sarjapur  Road,2,1280.0,2.0,76.0,194
2841,3801,Nagarbhavi,3,1560.0,3.0,66.0,169
2842,3802,Sarjapur  Road,2,1145.0,2.0,49.5,194
2843,3804,others,3,1801.0,3.0,139.0,230
2844,3808,Hebbal,2,1320.0,2.0,92.0,92
2845,3809,others,3,1350.0,2.0,65.0,230
2846,3811,Kalyan nagar,4,3800.0,5.0,300.0,122
2847,3812,Bannerghatta Road,3,1344.0,2.0,42.0,34
2848,3813,Bannerghatta Road,3,1893.0,3.0,100.0,34
2849,3814,Chandapura,3,1107.0,2.0,43.0,55
2850,3816,Lakshminarayana Pura,2,1190.0,2.0,75.0,153
2851,3817,Whitefield,2,1000.0,2.0,35.0,224
2852,3818,others,2,2400.0,2.0,160.0,230
2853,3819,Kumaraswami Layout,2,1000.0,2.0,48.5,149
2854,3820,Jalahalli,3,2113.0,3.0,155.0,111
2855,3821,KR Puram,2,1100.0,2.0,46.0,115
2856,3823,Harlur,4,1884.0,4.0,120.0,91
2857,3824,Electronic City,2,1110.0,2.0,40.0,74
2858,3826,others,3,1250.0,3.0,40.0,230
2859,3827,Sarjapur  Road,3,1470.0,3.0,62.0,194
2860,3828,others,2,1150.0,2.0,75.0,230
2861,3830,Kudlu Gate,1,703.0,1.0,52.0,148
2862,3831,others,3,1400.0,2.0,62.0,230
2863,3832,Bellandur,2,1195.0,2.0,51.0,40
2864,3833,others,2,1302.0,2.0,69.1,230
2865,3834,Begur Road,3,1583.0,3.0,74.4,39
2866,3835,others,3,1488.0,2.0,60.0,230
2867,3838,Whitefield,4,3262.0,4.0,260.0,224
2868,3839,Electronic City,3,1600.0,3.0,104.0,74
2869,3840,Old Airport Road,2,1150.0,2.0,90.0,176
2870,3842,Sarjapur  Road,2,1263.0,2.0,78.0,194
2871,3844,Kanakpura Road,2,1299.0,2.0,85.0,127
2872,3845,Banashankari,2,1330.0,2.0,78.0,26
2873,3846,Devanahalli,3,1282.0,2.0,52.43,65
2874,3847,others,3,1853.0,3.0,82.0,230
2875,3848,others,2,861.0,2.0,35.0,230
2876,3849,Bannerghatta Road,3,1600.0,3.0,95.0,34
2877,3850,others,2,1256.0,2.0,62.8,230
2878,3851,others,3,1390.0,2.0,80.0,230
2879,3852,others,3,1550.0,2.0,90.0,230
2880,3854,Hebbal,2,919.0,2.0,49.0,92
2881,3855,Margondanahalli,3,1625.0,3.0,80.0,162
2882,3856,Gunjur,2,1195.0,2.0,44.0,85
2883,3858,Yelenahalli,2,1159.0,2.0,60.0,228
2884,3859,Whitefield,3,1386.0,3.0,57.46,224
2885,3860,Harlur,2,1197.0,2.0,79.0,91
2886,3862,Jigani,4,5950.0,2.0,226.0,113
2887,3863,Bommasandra,3,1295.0,2.0,50.28,48
2888,3864,others,3,1310.0,2.0,37.83,230
2889,3865,Whitefield,2,1132.0,2.0,79.28,224
2890,3868,Hebbal,3,1645.0,3.0,135.0,92
2891,3869,Whitefield,2,1200.0,2.0,45.84,224
2892,3871,Marathahalli,3,1937.0,3.0,140.0,161
2893,3872,Doddathoguru,2,1015.0,2.0,33.5,70
2894,3873,others,2,1080.0,2.0,39.0,230
2895,3874,Kathriguppe,3,1350.0,2.0,80.99,132
2896,3876,Kothanur,2,1185.0,2.0,59.0,146
2897,3877,Domlur,3,1720.0,3.0,135.0,71
2898,3879,Tindlu,3,1500.0,3.0,87.0,213
2899,3880,Yelahanka,3,1566.0,3.0,97.0,226
2900,3882,others,4,1500.0,4.0,110.0,230
2901,3883,KR Puram,2,1290.0,2.0,49.02,115
2902,3884,others,3,1531.0,3.0,72.0,230
2903,3889,Whitefield,2,1140.0,2.0,39.0,224
2904,3890,Tumkur Road,3,1948.5,3.0,57.76,214
2905,3891,Banashankari Stage III,4,2000.0,4.0,100.0,28
2906,3892,Kaval Byrasandra,2,1100.0,2.0,46.0,133
2907,3893,others,2,1200.0,2.0,55.0,230
2908,3894,Bannerghatta,3,1618.0,3.0,68.0,33
2909,3895,Whitefield,4,2830.0,5.0,160.0,224
2910,3896,Uttarahalli,3,1315.0,2.0,74.0,216
2911,3897,Anandapura,2,1141.0,2.0,42.75,15
2912,3898,AECS Layout,2,1080.0,2.0,55.0,9
2913,3899,HBR Layout,2,1200.0,2.0,60.0,87
2914,3900,Varthur,2,1111.0,2.0,41.88,217
2915,3901,NGR Layout,2,1022.0,2.0,45.9,167
2916,3902,Bannerghatta Road,2,1275.0,2.0,65.0,34
2917,3903,others,2,900.0,2.0,70.0,230
2918,3904,Rachenahalli,2,1224.0,2.0,39.2,183
2919,3905,Battarahalli,2,1135.0,2.0,43.0,37
2920,3906,Rachenahalli,2,1050.0,2.0,52.1,183
2921,3909,Bellandur,2,1050.0,2.0,72.0,40
2922,3910,Hosa Road,3,1513.0,3.0,103.0,101
2923,3911,Gottigere,3,1621.0,3.0,72.0,82
2924,3912,Bannerghatta Road,2,892.0,2.0,39.0,34
2925,3913,Whitefield,2,1205.0,2.0,40.0,224
2926,3919,Kengeri,2,726.0,2.0,35.0,135
2927,3922,Horamavu Agara,2,1079.0,2.0,41.0,98
2928,3923,Begur Road,2,1170.0,2.0,46.0,39
2929,3924,Doddathoguru,2,1104.0,2.0,39.0,70
2930,3925,Kanakpura Road,2,950.0,2.0,45.0,127
2931,3926,Hormavu,4,4818.0,4.0,390.0,100
2932,3927,others,3,1650.0,2.0,52.0,230
2933,3928,Kogilu,3,1559.0,3.0,127.0,142
2934,3929,others,2,1100.0,2.0,38.0,230
2935,3931,Ramagondanahalli,2,1215.0,2.0,45.5,187
2936,3932,Talaghattapura,3,1868.0,3.0,135.0,208
2937,3933,Electronic City,2,1130.0,2.0,32.63,74
2938,3935,Sarjapur  Road,3,1691.0,3.0,98.0,194
2939,3936,Ardendale,5,4355.0,3.0,350.0,19
2940,3937,Hulimavu,2,1225.0,2.0,55.0,105
2941,3938,JP Nagar,3,1690.0,3.0,112.0,109
2942,3940,Kasturi Nagar,4,1896.0,3.0,125.0,131
2943,3941,Sonnenahalli,1,605.0,1.0,40.0,204
2944,3943,Electronic City Phase II,2,900.0,2.0,32.5,75
2945,3944,others,1,750.0,2.0,50.0,230
2946,3946,Ananth Nagar,2,908.0,2.0,26.0,16
2947,3948,Thanisandra,4,3216.0,4.0,226.0,209
2948,3950,Iblur Village,2,1400.0,2.0,68.0,107
2949,3952,Hulimavu,2,1255.0,2.0,74.0,105
2950,3953,Electronic City,3,1500.0,2.0,100.0,74
2951,3954,Thanisandra,2,1296.0,2.0,72.0,209
2952,3955,Horamavu Banaswadi,2,925.0,2.0,38.0,99
2953,3956,Raja Rajeshwari Nagar,2,1023.0,2.0,42.0,184
2954,3958,Thanisandra,2,1020.0,2.0,44.5,209
2955,3959,Choodasandra,3,1530.0,3.0,77.0,60
2956,3960,Gubbalala,3,1650.0,3.0,71.0,84
2957,3961,others,3,1605.0,2.0,85.0,230
2958,3963,Kogilu,2,1190.0,2.0,50.66,142
2959,3964,Jakkur,3,1374.0,3.0,68.0,110
2960,3965,6th Phase JP Nagar,2,1140.0,2.0,65.0,5
2961,3966,Green Glen Layout,3,1725.0,3.0,130.0,83
2962,3967,Bisuvanahalli,3,1075.0,2.0,50.0,46
2963,3968,Kannamangala,3,1574.0,3.0,93.34,128
2964,3969,Sanjay nagar,1,965.0,1.0,32.0,191
2965,3970,Marathahalli,3,1550.0,3.0,83.0,161
2966,3971,others,2,1205.0,2.0,60.0,230
2967,3972,Kambipura,3,1082.0,2.0,55.0,123
2968,3973,Uttarahalli,3,1215.0,2.0,52.85,216
2969,3975,others,2,1200.0,3.0,46.14,230
2970,3978,Ardendale,4,3198.0,4.0,250.0,19
2971,3979,Kanakpura Road,3,1452.0,3.0,60.98,127
2972,3980,Electronic City Phase II,3,1329.0,2.0,41.0,75
2973,3981,others,2,1125.0,2.0,44.0,230
2974,3982,others,2,1200.0,2.0,70.0,230
2975,3983,Sarjapur  Road,3,1350.0,3.0,39.97,194
2976,3985,Hebbal,3,2600.0,3.0,195.0,92
2977,3988,Pai Layout,2,1255.0,2.0,80.0,179
2978,3989,others,3,1904.0,3.0,155.0,230
2979,3990,Somasundara Palya,2,1329.0,2.0,70.0,202
2980,3991,Chandapura,2,1200.0,2.0,60.0,55
2981,3992,Murugeshpalya,3,2135.0,3.0,160.0,165
2982,3994,others,1,813.0,1.0,39.0,230
2983,3995,others,4,3884.0,4.0,240.0,230
2984,3996,Doddaballapur,3,3876.0,3.0,300.0,68
2985,3997,Kalena Agrahara,2,800.0,2.0,30.0,121
2986,3999,Hormavu,3,1500.0,3.0,70.0,100
2987,4000,Bannerghatta Road,3,1880.0,3.0,95.0,34
2988,4001,Electronic City,3,1440.0,2.0,55.0,74
2989,4002,Akshaya Nagar,3,1575.0,3.0,90.0,11
2990,4003,others,3,1630.0,2.0,97.78,230
2991,4004,Yelahanka,3,1180.0,3.0,55.0,226
2992,4005,others,2,1090.0,2.0,36.0,230
2993,4007,others,4,2425.0,4.0,173.0,230
2994,4008,Varthur,2,1097.0,2.0,33.82,217
2995,4009,Raja Rajeshwari Nagar,2,1070.0,2.0,50.0,184
2996,4010,Kumaraswami Layout,2,1000.0,2.0,58.0,149
2997,4012,others,2,1150.0,2.0,56.0,230
2998,4013,Frazer Town,3,1900.0,4.0,145.0,77
2999,4014,others,2,1141.0,2.0,49.0,230
3000,4015,Jigani,2,937.0,2.0,44.0,113
3001,4016,Green Glen Layout,2,1075.0,2.0,60.0,83
3002,4017,Panathur,2,1000.0,2.0,65.3,180
3003,4018,Kasavanhalli,3,1450.0,3.0,77.41,130
3004,4020,others,2,936.0,2.0,43.0,230
3005,4021,others,2,1280.0,2.0,75.0,230
3006,4022,Babusapalaya,2,1050.0,2.0,45.0,24
3007,4023,Marathahalli,2,1350.0,2.0,86.0,161
3008,4025,Devanahalli,2,1174.0,2.0,59.0,65
3009,4028,others,1,500.0,1.0,24.0,230
3010,4029,Gottigere,3,1304.0,3.0,80.0,82
3011,4030,Yelahanka,3,1653.0,3.0,120.0,226
3012,4031,Bisuvanahalli,3,1075.0,2.0,52.0,46
3013,4032,7th Phase JP Nagar,2,1212.0,3.0,42.0,6
3014,4033,others,2,1100.0,2.0,50.0,230
3015,4036,Billekahalli,2,1140.0,2.0,50.0,44
3016,4038,Kudlu Gate,3,1532.0,3.0,83.0,148
3017,4039,Doddaballapur,3,2776.0,4.0,195.0,68
3018,4040,Padmanabhanagar,3,1531.0,2.0,75.0,178
3019,4042,Uttarahalli,2,1325.0,2.0,53.0,216
3020,4044,Electronic City,3,1156.0,2.0,44.0,74
3021,4046,Bannerghatta Road,2,1260.0,2.0,70.0,34
3022,4047,Vittasandra,2,1934.0,2.0,90.0,223
3023,4048,Malleshpalya,2,1060.0,2.0,40.0,159
